Record ID,Deal Name,Deal Stage,Close Date,Deal owner,Amount,Closed Lost Reason,Last Modified Date,Create Date
5003262934,Somerset Integrated Domestic Abuse Service - Provision of an Electronic Case Management System ,Closed: lost,2022-07-12 12:15,Ben Marvell,,,2022-07-20 17:22,2022-07-04 14:06
5003093949,Crown Commercial Service - Spend data discovery ,Closed: lost,2022-09-01 12:54,Aspasia Dellaporta,150000,,2022-09-01 12:54,2022-07-04 13:09
4832512467,Health Research Authority - new website,Closed: lost,2022-09-01 12:40,Michael Thomas,100000,,2022-09-01 12:40,2022-06-13 16:51
4832512231,CQC - User Centred Design partner,Closed: lost,2022-08-09 12:40,Ben Marvell,3000000,,2022-08-09 12:40,2022-06-13 16:47
4832511980,GLA - Performance Management,Closed: lost,2022-06-28 12:42,Aspasia Dellaporta,,,2022-12-06 15:17,2022-06-13 16:41
4791568071,BEIS - Net Zero public facing content discovery,Closed: lost,2022-06-23 12:31,Aspasia Dellaporta,100000,,2023-02-20 09:08,2022-06-07 16:25
4791517119,BEIS - Open Regulation Platform Beta ,Closed: lost,2022-07-20 16:53,Ben Marvell,1100000,,2023-02-20 09:08,2022-06-07 15:45
7010137314,GLA Functional Audit,Closed: won,2023-03-31 11:10,Ben Marvell,26250,,2023-03-31 11:33,2023-03-31 11:33
6634076359,"WIT Fran Murphy - IT Clinical Lead, Dorset NHS [14/02/2023]",Closed: won,2023-02-15 23:12,Mark Stringer,,,2023-02-15 23:12,2023-02-09 17:02
6634076112,WIT Ann Walker - Delivery Director Migration Borders Delivery Portfolio HO [14/02/2023],Closed: won,2023-02-15 10:26,Mark Stringer,,,2023-02-15 10:30,2023-02-09 16:58
6634075862,WIT Carolyn Walsh - Head of Technology British Library [14/02/2023],Closed: won,2023-02-15 23:06,Mark Stringer,,,2023-02-15 23:06,2023-02-09 16:55
6358281665,Catapult Satelite Applications - UCD framework [14/03/2023],Closed: won,2023-03-07 12:21,Michael Thomas,1000000,,2023-03-07 12:21,2023-01-05 11:48
6084800470,Strategy networking event [15/02/2023],Closed: won,2023-02-14 12:29,Mark Stringer,,,2023-02-14 12:29,2022-11-29 12:55
5554886860,Marvell support package for Animals,Closed: won,2022-12-13 12:46,Mark Stringer,,,2022-12-13 12:46,2022-09-27 12:30
5286394321,StatsWales Discovery,Closed: won,2022-11-02 12:36,Mark Stringer,80000,,2023-03-31 11:00,2022-08-16 12:26
4940946907,GLA OPS - discovery,Closed: won,2022-08-02 12:40,Mark Stringer,49000,,2022-08-02 12:40,2022-06-28 12:42
4791517650,GDS Cyprus - Gov Transformation [14/03/2023],Closed: won,2023-03-07 14:31,Aspasia Dellaporta,,,2023-03-07 14:31,2022-06-07 15:58
7009522661,Home Office - ASPeL,Awaiting outcome,2023-03-31 10:54,Aspasia Dellaporta,168000,,2023-03-31 10:58,2023-03-31 10:58
6550915295,DFT - Better BSOG Discovery [04/04/2023],Awaiting outcome,2023-02-10 09:08,Michael Thomas,120000,,2023-03-28 12:16,2023-01-30 09:09
6140022265,British Council agile technology services supplier framework [04/04/2023],Awaiting outcome,2023-01-10 09:57,Aspasia Dellaporta,,,2023-03-28 12:18,2022-12-07 09:57
5140749243,Money and Pensions Service - Quality Assessment [14/04/2023],Awaiting procurement,2022-09-30 12:39,Aspasia Dellaporta,,,2023-03-14 12:27,2022-07-26 13:17
5056769512,Crown Prosecution Service - case management system [14/04/2023],Awaiting procurement,,Mark Stringer,,,2023-03-14 12:11,2022-07-12 12:33
5458194384,Tech UK: Home Office Optimus briefing [04/04/2023],Awaiting event,2022-09-21 10:01,Ben Marvell,,,2023-03-21 12:09,2022-09-09 10:01
4791375860,The National Archives - Digital and Publishing Services [18/04/2023],Awaiting event,2022-09-06 14:06,Aspasia Dellaporta,,,2023-03-21 12:07,2022-06-07 15:14
7002076861,Dover Harbour Board - Framework for Port Digitisation,Opportunity identified,2023-04-28 16:14,Aspasia Dellaporta,,,2023-04-03 10:17,2023-03-30 16:14
6978673904,MoJ - Digital platform for language service [04/04/2023],Opportunity identified,2023-03-31 11:51,Aspasia Dellaporta,,,2023-03-31 12:23,2023-03-28 11:52
6978657232,Home Office - Homeland Security Group: Science & Technology [04/04/2023],Opportunity identified,2023-03-31 11:38,Aspasia Dellaporta,4500000,,2023-03-31 08:01,2023-03-28 11:43
6978656469,Police Digital Service - Dynamic Decision and Case Management System (DDaCS) [4/4/2023],Opportunity identified,2023-04-10 11:33,Aspasia Dellaporta,,,2023-03-31 14:13,2023-03-28 11:34
6933546725,"Ofgem - Digital Professional Services, Technical Expertise and Rapid Resource Deployment [28/3/2023]",Opportunity identified,2023-04-10 16:40,Aspasia Dellaporta,15000000,,2023-03-31 08:00,2023-03-20 16:54
6777854937,DVSA [04/04/2023],Opportunity identified,2023-02-28 12:46,Mark Stringer,,,2023-03-21 12:39,2023-02-28 12:47
6740050371,Braintree council [11/04/2023],Opportunity identified,2023-02-28 14:53,Mark Stringer,8000000,,2023-03-28 12:19,2023-02-23 14:53
6634076388,WIT Claire Barker - Programme Director HO [14/4/2023],Opportunity identified,2023-02-28 17:05,Mark Stringer,,,2023-03-14 12:34,2023-02-09 17:05
6631833045,HO Police & Public Protection Technology portfolio referral [04/04/2023],Opportunity identified,2023-03-31 11:07,Aspasia Dellaporta,28000000,,2023-03-21 12:38,2023-02-09 11:08
6509104829,UKGovCamp (or similar) sponsorship [08/05/2023],Opportunity identified,2023-01-31 12:40,Michael Thomas,,,2023-02-14 12:35,2023-01-25 12:42
6464830667,Catch up with Martin Whiting [04/04/2023],Opportunity identified,2023-01-31 12:45,Mark Stringer,,,2023-03-28 12:17,2023-01-19 12:46
6238164178,Paper submission to SD Govt [4/04/2023],Opportunity identified,2023-01-25 12:36,Mark Stringer,,,2023-03-21 12:11,2022-12-20 12:25
5894740711,High-level contact with Madetech? [18/04/2023],Opportunity identified,2022-11-30 12:40,Mark Stringer,,,2023-03-28 12:15,2022-11-10 12:41
5700635126,Digital and Legacy Application Services (DALAS) framework,Opportunity identified,2022-11-04 08:53,Michael Thomas,1000000,,2023-03-28 12:24,2022-10-19 08:54
5286415304,APPVIA [25/04/2023],Opportunity identified,,Mark Stringer,,,2023-03-21 12:48,2022-08-16 12:34
4887347668,New Business opportunities (Ben Potter) [04/04/2023],Opportunity identified,,Aspasia Dellaporta,,,2023-03-28 12:09,2022-06-20 16:00
